"Gene_54","Ens_10054","DNA_Binding",0.263108215170659,-5.39500035817328,0.00071616594027361
"Gene_742","Ens_100742","Glycolysis",0.23112261000408,-4.50440024449457,0.00297895950712454
"Gene_987","Ens_100987","DNA_Binding",0.264107664830053,-4.44912732244602,0.00663469608448394
"Gene_580","Ens_100580","Glycolysis",0.202672047314306,-4.17224090789422,0.00694515342120483
"Gene_895","Ens_100895","DNA_Binding",0.204034316802706,-3.89931422108683,0.00541427427597949
"Gene_971","Ens_100971","DNA_Binding",0.203910604505702,-3.72789965496566,0.00586480806693306
"Gene_161","Ens_100161","DNA_Binding",0.434829302614057,-3.70101322931263,0.00645726705634693
"Gene_1274","Ens_1001274","TGFb",0.376009630575746,-3.52788704875169,0.013953704772286
"Gene_336","Ens_100336","Glycolysis",0.284809320550843,-3.39652425342602,0.0130783399468776
"Gene_677","Ens_100677","Glycolysis",0.12867939461332,-3.14986939759606,0.0219676836215776
"Gene_916","Ens_100916","TGFb",0.185708962980743,-3.11319693410046,0.0146880476668587
"Gene_607","Ens_100607","DNA_Binding",0.131099982995236,-3.07225567915695,0.0236701154818832
"Gene_234","Ens_100234","TGFb",0.345800711072382,-3.07068495046325,0.0155768548830062
"Gene_581","Ens_100581","DNA_Binding",0.2188672469221,-3.02828523682367,0.026167773147666
"Gene_425","Ens_100425","Glycolysis",0.366347351161067,-2.95094217648869,0.0206331775679876
"Gene_1017","Ens_1001017","DNA_Binding",0.238599189334522,-2.94903105575546,0.0316890266292349
"Gene_197","Ens_100197","Glycolysis",0.164476889743284,-2.91988134852747,0.028137419133826
"Gene_1072","Ens_1001072","TGFb",0.209066353635562,-2.86529760919389,0.0287567896644033
"Gene_935","Ens_100935","DNA_Binding",0.22092438806331,-2.8542347859199,0.0218258364246993
"Gene_1681","Ens_1001681","DNA_Binding",0.629686393887172,-2.83894639025219,0.0273895870611645
"Gene_1699","Ens_1001699","TGFb",0.424660200726172,-2.82499108631893,0.0232783970023932
"Gene_1585","Ens_1001585","Glycolysis",0.428406930454881,-2.80987876022815,0.0231060336624952
"Gene_1872","Ens_1001872","Glycolysis",0.69941391120912,-2.79185088593034,0.0280728420852893
"Gene_1682","Ens_1001682","DNA_Binding",0.933949739629322,-2.73041627309601,0.027399687681232
"Gene_49","Ens_10049","Glycolysis",0.439882548100936,-2.70124560886286,0.0319222815053453
"Gene_10","Ens_10010","DNA_Binding",0.259385991514725,-2.69714554143132,0.0274781494457784
"Gene_577","Ens_100577","DNA_Binding",0.211510237228373,-2.66116983027936,0.0407376506242465
"Gene_1968","Ens_1001968","Glycolysis",0.627975347981003,-2.63427841559485,0.0335330985325289
"Gene_1922","Ens_1001922","DNA_Binding",0.423762228531026,-2.61582510747121,0.0315152973642323
"Gene_1950","Ens_1001950","Glycolysis",0.628873272216271,-2.55479172030498,0.0410583752906543
"Gene_587","Ens_100587","Glycolysis",0.271283045368357,-2.51494341399918,0.0426630747371434
"Gene_1112","Ens_1001112","DNA_Binding",0.32690510923002,-2.51155505857969,0.0425390988762032
"Gene_1393","Ens_1001393","Glycolysis",0.220532797113424,-2.49033599137392,0.0400529376745799
"Gene_436","Ens_100436","TGFb",0.323583424256024,-2.48917774937511,0.0578422279890657
"Gene_158","Ens_100158","DNA_Binding",0.316303778934158,-2.48585335520734,0.0519486479827076
"Gene_869","Ens_100869","Glycolysis",0.165938007238953,-2.39631387476631,0.0441213649446913
"Gene_1080","Ens_1001080","Glycolysis",0.192168132417911,-2.39076408603454,0.0438363482959494
"Gene_176","Ens_100176","Glycolysis",0.17020891910725,-2.3875928730579,0.0446487067407556
"Gene_200","Ens_100200","DNA_Binding",0.207549188328165,-2.38273817822682,0.0551960264922669
"Gene_460","Ens_100460","DNA_Binding",0.266696624503992,-2.38172971500435,0.0548485586541564
"Gene_299","Ens_100299","DNA_Binding",0.251626290883347,-2.34382821440231,0.0472898690030042
"Gene_408","Ens_100408","TGFb",0.269552965143777,-2.33680838702467,0.0530770342452955
"Gene_1832","Ens_1001832","Glycolysis",0.551410024613793,-2.30628687475295,0.0637416235201118
"Gene_1133","Ens_1001133","Glycolysis",0.222575276709918,-2.3028229879804,0.0567378487382716
"Gene_1364","Ens_1001364","WntSignaling",0.245812874206838,-2.25478719935366,0.0550611495672525
"Gene_1474","Ens_1001474","DNA_Binding",0.197943144805209,-2.24964639285853,0.0548749241563042
"Gene_1026","Ens_1001026","WntSignaling",0.274051774244712,-2.24288650587653,0.084452265677341
"Gene_1939","Ens_1001939","Glycolysis",0.503652618241371,-2.24216164145066,0.0853851298873621
"Gene_737","Ens_100737","Glycolysis",0.130845507526892,-2.23529600833404,0.057967622478974
"Gene_1267","Ens_1001267","WntSignaling",0.209204907655153,-2.22622368328989,0.067928081449209
"Gene_1344","Ens_1001344","WntSignaling",0.226529149932235,-2.17753071172651,0.0707945344952502
"Gene_1904","Ens_1001904","TGFb",0.599703350470421,-2.17507027743663,0.0666339074241733
"Gene_384","Ens_100384","DNA_Binding",0.287551373151787,-2.17222749709766,0.0643213230379174
"Gene_997","Ens_100997","Glycolysis",0.227563312349001,-2.14560459021607,0.0643309471282317
"Gene_1908","Ens_1001908","TGFb",0.484702123528672,-2.13237575962671,0.066233634026316
"Gene_1907","Ens_1001907","DNA_Binding",0.612236299270324,-2.13045718555833,0.0898076856322016
"Gene_1471","Ens_1001471","Glycolysis",0.228031499452487,-2.12493171160176,0.0675916088435688
"Gene_106","Ens_100106","WntSignaling",0.187647720671524,-2.12453973985204,0.0726851211888258
"Gene_840","Ens_100840","Glycolysis",0.217736773980696,-2.10530020592692,0.0878873914102568
"Gene_1060","Ens_1001060","WntSignaling",0.181768597405558,-2.09706375614178,0.0698294208319332
"Gene_920","Ens_100920","DNA_Binding",0.103139674768322,-2.0963221654141,0.0700961187200569
"Gene_275","Ens_100275","DNA_Binding",0.193069318692516,-2.08352339221197,0.0780034529578591
"Gene_1758","Ens_1001758","TGFb",0.459906150880635,-2.06951444750516,0.0748641156428153
"Gene_1135","Ens_1001135","DNA_Binding",0.190967442390283,-2.06705094611712,0.0849669369581946
"Gene_699","Ens_100699","DNA_Binding",0.137396541701416,-2.06550883953624,0.0878179514075332
"Gene_1014","Ens_1001014","DNA_Binding",0.153825637106602,-2.06428247059343,0.0777602040200353
"Gene_12","Ens_10012","DNA_Binding",0.289151922423542,-2.05919078054788,0.0740283025245091
"Gene_1347","Ens_1001347","DNA_Binding",0.180867027735545,-2.04176553128832,0.0802435395855586
"Gene_278","Ens_100278","DNA_Binding",0.313209423392856,-2.03913737091453,0.0948693840221348
"Gene_509","Ens_100509","WntSignaling",0.166451499178244,-2.006153155112,0.0816537483861687
"Gene_778","Ens_100778","Glycolysis",0.15660105664399,-1.98731228725426,0.0834397493470019
"Gene_344","Ens_100344","Glycolysis",0.233958761989681,-1.98320706938244,0.086154281377563
"Gene_1271","Ens_1001271","Glycolysis",0.195580976185216,-1.96851895669821,0.11077646331237
"Gene_1716","Ens_1001716","TGFb",0.41861076696076,-1.96201600109524,0.0872289087950515
"Gene_386","Ens_100386","DNA_Binding",0.193175939776586,-1.95888426462358,0.110368227622926
"Gene_340","Ens_100340","Glycolysis",0.263123785755429,-1.95589721981502,0.0993222709994359
