"X"	"Y"
66.589330203622	136.719458488329
85.0242453423459	173.785280910067
75.283077123164	158.968333211371
75.4219135546431	152.186247023722
68.6332664428212	142.673319042461
58.6326614669727	122.41778042544
55.0337284564421	119.377010104881
67.766143564434	143.247235426812
90.0171922777288	187.157153401332
72.2170381621362	145.217887940984
71.6437290924639	148.853839133222
73.3262360885001	148.696308317074
66.1479200090857	141.959344799373
56.0124597344211	120.693571659669
96.7574079585182	200.493912178821
65.7631391131802	134.375970793612
67.0139848806694	141.582888214436
52.0765827314703	113.61068828921
67.519917749319	140.151564719591
67.5269608162539	143.251617042853
67.4448962147365	139.234334670197
52.1306189990743	110.386810778296
87.8466281602476	178.047696092229
87.6358634774588	178.855675036277
76.896002219341	154.791515527858
58.9925935557608	120.044979508134
77.1450935689781	158.408452982838
67.5352968306598	140.591238184523
66.802138340728	138.713249301675
83.626442929547	173.102412125196
57.7211741001732	125.104321053701
64.8878076724953	136.655043185458
62.6880500093504	134.182937825179
70.1975200687679	147.385742334026
54.2713608529001	112.150759483977
62.9666673017171	134.589431560127
77.1593208890767	162.56659257
74.6521490642311	156.247384798242
60.2609769359571	121.910811134123
75.5921773046833	152.275314727821
45.6736025459433	96.8240226969723
66.5951507329786	135.946404365978
77.1303319485023	161.075175145381
63.4096261351087	135.398258032221
69.6359737743351	139.720063852558
54.0671369847309	110.72435728869
78.4779279724777	165.790932813955
51.4961115133939	110.635250558236
66.7634936830969	135.984880696332
67.4475188749683	138.587281882917
70.6092122730675	141.569549631861
61.7650837098112	132.536464942778
88.2973048483604	177.664504357916
55.700837842185	115.982328838196
72.5413714300459	145.326502257509
40.6022630466402	85.7471126219765
70.0241580894347	143.449878934331
75.0966557126194	153.568299272876
59.1527999888604	126.26102375285
77.0483297687757	155.133114509897
73.3097634999421	149.491610338327
79.7632747297637	164.866345776803
61.5666011960126	124.232658717199
60.2942009513709	126.014911087505
52.2846865135707	108.262840603664
66.7752965835405	143.319469342012
56.611992576455	118.24861780846
76.8815602814606	154.651654699969
70.7128065225058	147.399367223279
91.8975235927918	186.238451581183
58.4229240069852	123.573522743161
81.8168806409233	163.645714783809
64.7263163839182	133.48484545689
55.4337198868924	119.92408249752
75.7296737049317	156.154718915668
55.6662229532779	117.718715949996
59.448149814735	127.589217280967
62.6688812257805	133.235401488671
72.109072642513	153.648469624799
60.0107927293899	129.521673419403
80.7785032320562	163.595751627121
58.0102561749213	123.784967252924
72.1663703518471	151.21635686709
71.4308702978893	150.662391828025
59.3424990894702	123.759105318312
65.7137658929822	135.169332293961
63.4382052322865	135.943817205078
79.5939432685761	167.71886365405
85.5605263610222	179.359794589289
59.5920356621175	121.181934806919
79.3057240854025	167.202295133566
69.2455406898781	143.696441146016
50.3280465094904	104.475946698723
62.4409635735481	134.265286523903
74.6114916050676	157.742268843364
71.4510663104787	151.509786035322
45.5768867891858	98.7625890122947
75.8031868545157	151.62747540638
76.5505199848674	154.122518844344
66.9549116274058	138.129331635441
62.924317673827	127.605096456689
89.7157201447823	187.474588746637
69.1000131935225	147.352208057115
69.8598274806808	142.444514727092
58.7654306288985	120.754664708616
56.5586987662379	118.92182368101
54.7684422893791	118.595504258176
65.7803178961783	138.933360215542
83.6092446408098	174.668800765901
87.5379484533487	181.497894370028
85.6836473435279	172.78816241885
82.9675556994775	170.818465546851
67.6240374855639	138.197556065384
57.7584986431929	117.046844201895
66.7218731985993	134.416234733464
45.8754972372775	97.918893483861
66.8620712655661	139.47851170014
86.5987870464572	174.81648678789
71.3095310060752	142.62106582019
80.9588868268958	164.200535196384
74.8934095694391	158.658103820251
62.2108970455135	132.442313681964
87.4355935292935	181.015486144305
69.2161271466893	146.341786645729
60.2444620747745	128.41290678888
70.7065982473857	146.810798332529
54.814004711768	113.74825306229
78.6377903279132	164.818910387388
75.0156838536437	159.274691207556
66.4521867035301	137.894784232764
65.1157111240881	135.983345077253
79.362939472927	160.915172943216
59.3759161357786	120.383347905338
60.1617912829561	129.149937664193
74.2424787702008	153.172899972176
65.4868651944737	131.165696486284
79.250847967239	166.663067787681
68.0137919018769	136.455157730035
81.948510169004	164.637759440483
74.9554470518015	154.697834672195
